AmbCO - Ambulance Clinical Outcomes,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Year:<All>,Period Name:<All>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Year,Period Name,SHA Code,SHA Name,Org Code,Org Name,SQU03_3_1_1 SUM,SQU03_3_1_2 SUM,SQU03_3_2_1 SUM,SQU03_3_2_2 SUM,SQU03_5_1_1 SUM,SQU03_5_1_2 SUM,SQU03_5_2_1 SUM,SQU03_5_2_2 SUM,SQU03_5_3_1 SUM,SQU03_5_3_2 SUM,SQU03_6_1_1 SUM,SQU03_6_1_2 SUM,SQU03_6_2_1 SUM,SQU03_6_2_2 SUM,SQU03_7_1_1 SUM,SQU03_7_1_2 SUM,SQU03_7_2_1 SUM,SQU03_7_2_2 SUM,
2014-15,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,79,271,20,51,0,0,115,147,154,179,179,308,839,862,23,270,10,51,
2015-16,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,60,267,23,52,0,0,80,110,170,201,164,400,870,902,20,266,11,52,
2011-12,DECEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,36,146,15,32,0,0,56,58,75,105,155,174,282,296,8,142,5,29,
2012-13,DECEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,30,186,6,14,0,0,84,88,63,75,95,145,300,300,6,182,3,14,
2013-14,DECEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,28,149,4,11,NULL,NULL,71,82,64,74,111,153,328,333,5,147,3,11,
2014-15,DECEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,26,140,9,18,0,0,77,85,72,85,138,253,439,458,6,134,6,18,
2011-12,DECEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,76,290,10,36,10,15,114,155,129,171,197,262,667,677,8,159,1,20,
2012-13,DECEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,121,448,19,52,3,7,130,156,198,234,274,383,1075,1083,22,383,5,40,
2013-14,DECEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,114,424,23,55,NULL,NULL,131,152,202,237,316,453,1123,1128,27,382,12,49,
2014-15,DECEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,133,454,14,33,0,0,126,159,233,253,304,510,1462,1466,39,410,5,28,
2011-12,DECEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,56,309,11,29,0,1,84,108,92,139,295,444,806,849,19,303,6,29,
2012-13,DECEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,59,295,13,43,0,5,115,144,112,129,221,395,674,741,20,287,7,40,
2013-14,DECEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,90,311,18,38,NULL,NULL,87,100,74,90,227,369,650,718,24,294,10,35,
2014-15,DECEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,67,306,15,31,0,0,99,121,67,83,175,391,716,724,26,268,11,27,
2011-12,DECEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,7,59,3,8,4,10,81,87,114,151,54,120,454,480,4,57,2,8,
2012-13,DECEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,43,291,13,39,5,10,97,104,73,102,33,78,817,843,14,285,7,37,
2013-14,DECEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,40,297,8,29,NULL,NULL,99,109,133,174,63,110,819,838,4,280,0,24,
2014-15,DECEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,58,276,14,34,0,0,106,115,74,105,82,154,837,869,15,261,7,29,
2011-12,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,37,176,11,21,2,4,124,141,81,111,140,235,892,924,16,176,5,21,
2012-13,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,74,313,9,23,2,3,137,157,109,172,134,220,697,746,17,313,1,23,
2013-14,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,92,364,18,45,NULL,NULL,104,116,85,107,145,262,738,782,33,364,13,45,
2014-15,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,124,464,17,41,0,0,119,139,89,125,119,277,707,741,30,464,6,41,
2011-12,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,51,336,18,37,0,0,106,111,106,138,115,237,578,599,14,328,9,35,
2012-13,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,63,300,17,38,0,0,85,93,119,143,104,232,631,645,13,297,5,36,
2013-14,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,64,261,19,39,NULL,NULL,73,91,172,201,144,277,693,716,13,291,3,25,
2014-15,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,94,381,11,29,0,0,85,94,116,149,132,251,643,668,24,373,7,28,
2011-12,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,107,415,17,49,0,0,116,120,162,269,284,438,736,785,28,410,10,49,
2012-13,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,142,467,23,42,0,0,107,117,171,259,331,537,875,943,34,462,11,40,
2013-14,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,131,446,30,52,NULL,NULL,91,103,174,242,378,627,977,1020,37,438,15,51,
2014-15,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,161,516,25,45,0,0,76,86,180,256,270,536,1012,1049,43,512,16,45,
2011-12,DECEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,60,207,17,31,0,0,75,78,70,91,245,357,511,541,12,203,6,14,
2012-13,DECEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,46,172,12,26,0,0,57,66,61,75,328,555,686,737,11,165,6,19,
2013-14,DECEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,92,303,17,33,NULL,NULL,101,112,76,112,328,542,785,834,24,271,3,27,
2014-15,DECEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,100,341,19,41,0,0,65,71,89,111,298,474,735,800,28,339,8,33,
2011-12,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT,3,15,2,6,2,5,0,0,5,5,15,25,39,43,2,15,2,6,
2012-13,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,3,10,0,0,1,1,0,0,1,2,1,9,50,52,0,10,0,0,
2013-14,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,7,11,3,4,NULL,NULL,4,4,5,5,5,8,18,19,3,11,1,4,
2014-15,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,2,5,1,2,0,0,1,1,5,5,16,24,36,37,1,5,1,2,
2011-12,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,41,180,12,32,0,0,69,70,33,50,73,169,49,50,1,180,1,32,
2012-13,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,34,103,5,13,0,0,76,84,76,112,84,185,524,535,12,92,2,9,
2013-14,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,62,147,12,24,NULL,NULL,75,84,75,103,83,195,487,495,28,134,6,17,
2014-15,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,31,124,9,30,0,0,47,65,58,108,89,180,524,546,15,120,5,30,
2011-12,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,17,87,6,13,0,0,27,36,44,45,43,64,111,111,6,87,3,13,
2012-13,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,23,111,5,14,0,0,36,49,52,52,43,84,171,171,10,111,3,14,
2011-12,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,66,206,16,31,2,4,59,71,182,233,167,256,671,700,19,207,8,31,
2012-13,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,67,241,19,35,0,1,69,88,125,142,125,248,591,626,24,240,11,35,
2013-14,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,74,327,17,53,NULL,NULL,107,136,150,170,169,304,801,828,31,327,11,53,
2014-15,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,92,369,22,47,0,0,92,124,149,167,161,317,809,829,34,369,11,47,
2011-12,FEBRUARY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,34,129,17,36,0,0,68,69,67,88,110,132,290,301,11,125,5,33,
2012-13,FEBRUARY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,28,120,5,7,0,0,53,57,43,51,103,128,333,334,4,114,0,5,
2013-14,FEBRUARY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,27,108,7,10,NULL,NULL,69,79,50,56,88,120,278,279,3,103,2,8,
2014-15,FEBRUARY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,36,147,16,23,0,0,54,60,55,59,74,121,298,300,10,147,7,23,
2011-12,FEBRUARY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,66,249,8,24,6,6,85,92,108,131,192,248,520,529,13,198,3,17,
2012-13,FEBRUARY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,92,322,14,44,5,5,112,120,166,205,281,362,920,929,19,289,8,36,
2013-14,FEBRUARY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,89,290,16,31,NULL,NULL,121,133,156,187,270,373,946,948,36,258,10,36,
2014-15,FEBRUARY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,70,212,14,26,0,0,116,136,227,253,107,160,434,434,16,199,7,24,
2011-12,FEBRUARY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,36,253,13,35,0,2,88,118,103,135,217,338,705,739,10,246,7,32,
2012-13,FEBRUARY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,49,255,14,38,0,2,97,119,81,104,185,322,638,655,13,250,7,37,
2013-14,FEBRUARY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,51,220,20,32,NULL,NULL,94,122,80,101,223,348,621,639,23,212,15,30,
2014-15,FEBRUARY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,55,231,19,28,0,0,71,89,66,74,198,343,677,683,27,218,13,24,
2011-12,FEBRUARY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,63,314,11,40,6,13,84,92,140,185,65,144,748,774,29,314,8,40,
2012-13,FEBRUARY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,42,227,10,28,7,13,75,79,70,100,54,96,683,703,13,221,8,27,
2013-14,FEBRUARY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,41,218,6,22,NULL,NULL,86,87,90,111,58,87,716,735,13,204,2,19,
2014-15,FEBRUARY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,58,246,11,21,0,0,79,85,97,112,71,133,732,745,13,232,5,19,
2011-12,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,39,173,11,22,1,1,99,112,67,89,130,203,710,744,11,173,4,22,
2012-13,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,66,270,9,22,0,1,101,126,73,92,139,253,711,760,20,270,4,22,
2013-14,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,88,322,12,33,NULL,NULL,96,113,88,110,149,278,842,896,26,322,6,33,
2014-15,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,86,312,13,37,0,0,128,142,83,134,120,236,618,661,28,312,5,37,
2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,62,318,23,37,2,2,77,89,101,119,98,217,592,638,15,304,7,31,
2012-13,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,69,276,18,30,0,0,76,81,141,163,105,196,478,521,16,274,6,25,
2013-14,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,61,271,23,37,NULL,NULL,33,34,132,154,124,225,635,648,21,271,8,28,
2014-15,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,80,305,16,32,0,0,98,102,111,132,117,218,600,632,9,293,6,31,
2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,94,366,24,53,0,1,88,93,161,226,258,434,775,796,30,355,16,50,
2012-13,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,125,369,30,52,0,0,131,140,152,232,314,480,823,886,43,364,19,51,
2013-14,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,122,359,32,55,NULL,NULL,121,130,180,248,426,640,894,932,42,350,21,52,
2014-15,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,132,395,24,45,0,0,77,82,202,257,308,561,946,966,37,385,15,41,
2011-12,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,79,315,20,48,0,0,50,59,73,92,374,627,865,908,16,300,7,33,
2012-13,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,75,249,12,25,0,0,81,88,83,110,375,599,606,658,17,240,3,24,
2013-14,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,74,250,11,21,NULL,NULL,86,92,86,111,313,467,705,749,13,231,4,19,
2014-15,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,60,225,8,22,0,0,85,97,103,129,261,435,677,711,14,226,5,28,
2011-12,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT,3,13,1,3,0,0,0,0,2,2,12,18,34,39,0,13,0,3,
2012-13,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,7,12,1,1,0,0,1,1,2,3,3,5,45,47,2,7,1,1,
2013-14,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,3,11,1,3,NULL,NULL,0,1,5,5,5,6,17,18,0,11,0,3,
2014-15,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,0,17,0,2,0,0,0,0,2,2,16,24,53,53,0,17,0,2,
2011-12,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,34,91,13,22,0,0,73,75,23,50,70,159,45,50,9,91,0,22,
2012-13,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,38,98,4,14,0,0,85,91,76,102,66,152,545,553,12,77,3,6,
2013-14,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,58,157,6,14,NULL,NULL,66,70,77,106,79,200,431,439,14,139,1,10,
2014-15,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,45,143,11,45,0,0,54,64,42,75,53,100,421,427,18,137,11,43,
2011-12,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,19,85,6,14,0,0,51,55,43,43,36,62,116,116,10,85,1,14,
2011-12,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,43,199,10,24,3,4,80,85,192,223,133,231,527,556,16,198,6,23,
2012-13,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,78,319,19,33,0,0,109,132,168,185,144,279,689,708,20,318,10,32,
2013-14,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,77,303,26,44,NULL,NULL,116,147,152,170,158,276,726,749,43,302,19,44,
2014-15,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,75,320,21,49,0,0,78,105,130,147,158,321,780,796,29,318,13,48,
2011-12,JANUARY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,31,139,13,32,0,0,57,63,72,91,132,153,277,288,10,136,7,31,
2012-13,JANUARY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,34,169,10,19,0,0,81,84,72,77,90,116,349,355,9,167,7,18,
2013-14,JANUARY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,39,163,12,18,NULL,NULL,80,95,59,67,104,144,323,328,8,158,4,16,
2014-15,JANUARY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,47,166,10,20,0,0,63,70,70,75,170,272,508,521,11,160,6,18,
2011-12,JANUARY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,60,228,12,25,5,9,86,96,135,164,196,245,528,536,14,188,4,20,
2012-13,JANUARY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,128,434,32,63,11,15,129,150,172,207,308,399,1043,1051,28,364,12,45,
2013-14,JANUARY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,89,326,17,34,NULL,NULL,132,153,161,187,329,449,1088,1094,17,296,5,30,
2014-15,JANUARY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,104,384,24,50,0,0,122,146,276,316,167,282,828,833,28,357,10,45,
2011-12,JANUARY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,34,280,13,37,0,1,98,118,113,157,274,388,787,815,14,275,6,35,
2012-13,JANUARY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,54,276,14,43,0,0,109,130,80,112,233,359,683,704,16,276,8,43,
2013-14,JANUARY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,70,258,25,40,NULL,NULL,101,117,77,95,210,344,619,636,24,257,14,40,
2014-15,JANUARY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,69,323,17,34,0,0,88,111,59,66,211,360,675,688,24,305,12,30,
2011-12,JANUARY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,35,249,7,31,7,13,89,95,98,128,66,134,792,829,11,236,3,29,
2012-13,JANUARY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,49,282,17,49,4,11,85,94,77,111,43,84,781,800,19,279,13,48,
2013-14,JANUARY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,39,250,5,19,NULL,NULL,90,99,86,118,67,112,766,787,11,230,2,18,
2014-15,JANUARY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,51,306,7,24,0,0,100,108,103,130,92,165,839,857,6,296,2,22,
2011-12,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,56,208,9,20,3,4,100,113,65,96,144,213,758,785,16,208,2,20,
2012-13,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,67,167,7,17,0,0,131,145,91,106,160,253,800,822,15,167,0,17,
2013-14,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,65,373,10,34,NULL,NULL,121,141,109,155,168,304,828,887,19,373,7,34,
2014-15,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,130,430,19,45,0,0,119,130,89,130,106,250,684,718,27,430,7,45,
