NHS 111 - SHA & Self Provider View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provider Org:<All>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yearnumber,Periodname,Provider Org Code,Provider Name,Commissioner Org Code,Commissioner Org Name,Nhs1 Population SUM,Nhs1 Number Calls Offered SUM,Nhs1 Calls Through 111 SUM,Nhs1 Calls Through Other SUM,Nhs1 Abandoned Calls SUM,Nhs1 Answered Calls SUM,Nhs1 Answered Through 111 SUM,Nhs1 Answered Through Other SUM,Nhs1 Answered 60sec SUM,Nhs1 Calls Person Triaged SUM,Nhs1 Cnt Caller Terminated SUM,Nhs1 Cnt Caller Referred SUM,Nhs1 Cnt Caller Given Info SUM,Nhs1 Cnt Other Reason SUM,Nhs1 Transferred To Ca SUM,Nhs1 Wtransferred To Ca SUM,Nhs1 Ave Wtransfer Time SUM,Nhs1 Person Offered Call Back SUM,Nhs1 Calls Back Within 10mins SUM,Nhs1 Ave Episode Length SUM,Nhs1 Amb Dispatches SUM,Nhs1 Recommend To Ae SUM,Nhs1 Recommend To Primcare SUM,Nhs1 Rec Contact Prim Com Care SUM,Nhs1 Rec Speak Prim Com Care SUM,Nhs1 Rec Dental Pharmacy SUM,Nhs1 Recommend To Other SUM,Nhs1 Not Recommend SUM,Nhs1 Given Health Information SUM,Nhs1 Recommended Home Care SUM,Nhs1 Recommended Non Clinical SUM,Nhs1 Time Call Handlers SUM,Nhs1 Time Clinical Staff SUM,Nhs1 Cost Call Handlers SUM,Nhs1 Cost Clinical Staff SUM,Nhs1 Total Other Costs SUM
2013-14,Nov-13,111AF6,BLACKPOOL NHS 111,02M,NHS FYLDE & WYRE CCG,466653,14023,14023,0,96,13635,13635,0,12935,11007,564,0,38,2026,2372,2074,00:00:11,298,179,00:07:10,999,863,7654,6039,1256,359,143,1348,106,674,568,44764.96667,27441.4,0,0,0
2013-14,Nov-13,111AF7,WINTER CONTINGENCY NHS 111,10Y,NHS AYLESBURY VALE CCG,-,1360,1360,0,0,1355,1355,0,1355,1234,81,0,15,25,315,274,00:02:30,41,28,01:05:08,109,92,779,543,115,121,44,210,27,102,81,0,0,0,0,0
2013-14,Dec-13,111AA1,COUNTY DURHAM AND DARLINGTON NHS 111,00C,NHS DARLINGTON CCG,2610481,63735,59920,3815,919,52656,51999,657,48611,47986,2658,634,1564,2026,15327,14022,00:00:57,1305,385,00:10:24,8539,3274,28566,17410,7951,3205,3137,4470,801,2534,1135,0,0,0,0,0
2013-14,Dec-13,111AA2,LINCOLNSHIRE NHS 111,03T,NHS LINCOLNSHIRE EAST CCG,724453,16022,16022,0,85,15937,15937,0,15377,13485,341,4,67,2040,3688,2656,00:01:06,1032,507,00:11:38,1956,970,8961,6511,1756,694,332,1266,147,776,343,0,0,0,0,0
2013-14,Dec-13,111AA4,NOTTINGHAM CITY NHS 111,04K,NHS NOTTINGHAM CITY CCG,993399,16152,16152,0,69,15756,15756,0,15096,13668,25,4,5,2054,5715,4514,00:00:13,1201,513,00:13:51,1452,1137,8592,5679,1713,1200,313,2174,205,1036,933,134955,67515,0,0,0
2013-14,Dec-13,111AA5,DERBYSHIRE NHS 111,04J,NHS NORTH DERBYSHIRE CCG,994503,23116,22390,726,96,22575,21879,696,21674,20397,33,7,6,2132,8850,6998,00:00:14,1852,705,00:13:53,2015,1381,12465,8547,2810,1108,1395,3141,294,1434,1413,183331,103495,0,0,0
2013-14,Dec-13,111AA6,ISLE OF WIGHT NHS 111,10L,NHS ISLE OF WIGHT CCG,138393,4912,4857,55,108,4583,4552,31,4416,4204,37,89,33,220,630,603,00:00:32,27,11,00:07:11,499,219,2952,1659,862,431,276,258,55,183,20,26896,8564,6643,3663,0
2013-14,Dec-13,111AA7,INNER NORTH WEST LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,561120,19324,19207,117,314,18572,18459,113,17310,7896,438,7,158,10073,1235,578,00:02:42,657,426,00:11:04,888,528,4958,3154,1439,365,447,1075,250,349,476,0,0,0,0,0
2013-14,Dec-13,111AA9,HILLINGDON LONDON NHS 111,08G,NHS HILLINGDON CCG,286806,7601,7601,0,40,7561,7561,0,7348,5364,241,0,48,1908,1446,1177,00:00:54,269,182,00:12:33,638,418,3516,2574,689,253,109,683,81,340,262,0,0,0,0,0
2013-14,Dec-13,111AB1,CROYDON NHS 111,07V,NHS CROYDON CCG,372752,4926,4926,0,25,4901,4901,0,4737,3535,154,4,23,1185,996,800,00:01:05,196,131,00:12:30,405,278,2303,1680,472,151,121,428,48,216,164,0,0,0,0,0
2013-14,Dec-13,111AB2,HERTFORDSHIRE NHS 111,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,1122042,35329,22034,13295,437,26666,20081,6585,25586,20602,227,83,344,5410,6347,4950,00:01:04,1397,429,00:09:40,1605,1304,14816,10092,3671,1053,769,2108,344,1132,632,472080,182671,0,0,0
2013-14,Dec-13,111AB3,GREAT YARMOUTH AND WAVENEY NHS 111,06M,NHS GREAT YARMOUTH AND WAVENEY CCG,213758,5816,5600,216,12,5804,5590,214,5547,4738,4,0,4,1058,1506,658,00:03:31,848,327,00:14:33,437,233,3092,1521,1370,201,316,660,73,315,272,40224.43333,11459.25,0,0,0
2013-14,Dec-13,111AB4,OXFORDSHIRE NHS 111,10Q,NHS OXFORDSHIRE CCG,652323,20170,19202,968,408,19288,18348,940,17440,15158,1300,0,51,2779,2640,563,00:01:00,2077,2037,01:02:26,1642,847,9896,6645,2247,1004,1418,1355,249,833,273,0,0,0,0,0
2013-14,Dec-13,111AB9,NORFOLK NHS 111,06Y,NHS SOUTH NORFOLK CCG,772350,23933,19869,4064,164,22805,19658,3147,22203,17064,20,26,152,5543,5195,3801,00:00:55,1356,942,00:10:22,1486,953,11959,7031,3952,976,107,2559,149,1614,796,0,0,0,0,0
2013-14,Dec-13,111AC2,SUFFOLK NHS 111,06L,NHS IPSWICH AND EAST SUFFOLK CCG,619936,14457,14457,0,97,14360,14360,0,13786,12321,334,8,51,1646,3317,2293,00:01:00,1024,568,00:11:23,1584,832,8302,5755,1812,735,429,1174,141,675,358,0,0,0,0,0
2013-14,Dec-13,111AC3,NORTH ESSEX NHS 111,07H,NHS WEST ESSEX CCG,991102,19605,19269,336,370,19559,19223,336,18955,17334,5,1,21,2198,5335,3232,00:03:42,2103,798,00:15:15,1603,903,11198,6865,3695,638,854,2776,269,1302,1205,159956.1167,41696.51667,0,0,0
2013-14,Dec-13,111AC4,SOUTH ESSEX NHS 111,99F,NHS CASTLE POINT AND ROCHFORD CCG,761950,15915,15226,689,23,15892,15203,689,15378,12168,143,22,14,3545,3715,1770,00:02:33,1940,851,00:13:23,1146,669,8241,4931,2571,739,540,1572,233,925,414,0,0,0,0,0
2013-14,Dec-13,111AC5,CAMBRIDGESHIRE & PETERBOROUGH NHS 111,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,854992,22390,7748,14642,433,16053,6435,9618,15144,12921,48,20,35,3029,3898,2497,00:03:30,1400,530,00:12:42,1252,987,8958,5340,2548,1070,219,1505,323,786,396,321480,114980,0,0,0
2013-14,Dec-13,111AC6,NORTHAMPTONSHIRE NHS 111,03V,NHS CORBY CCG,690787,17282,17282,0,89,16876,16876,0,16134,14791,23,7,2,2053,5978,4638,00:00:13,1340,514,00:13:33,1267,1096,9932,7433,2097,402,354,2142,212,1053,877,141645,68330,0,0,0
2013-14,Dec-13,111AC7,MILTON KEYNES NHS 111,04F,NHS MILTON KEYNES CCG,261357,5554,5554,0,31,5523,5523,0,5332,4650,154,4,44,671,1362,977,00:01:06,385,195,00:12:35,534,347,3083,2130,554,399,96,590,97,338,155,0,0,0,0,0
2013-14,Dec-13,111AC8,LEICESTERSHIRE & RUTLAND NHS 111,04C,NHS LEICESTER CITY CCG,1032993,15937,15937,0,85,15491,15491,0,14821,14161,30,9,4,1287,5885,4619,00:00:21,1266,531,00:14:15,1497,1024,8946,6257,2159,530,458,2236,216,1051,969,134042,66045,0,0,0
2013-14,Dec-13,111AC9,WEST MIDLANDS NHS 111,05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,4567478,74432,72110,2322,406,73314,71197,2117,69916,65097,0,0,0,8217,12205,7104,00:02:07,5101,2940,00:10:25,7892,4250,41304,26187,10623,4494,2722,8929,1206,3887,3836,311152,218547,0,0,0
2013-14,Dec-13,111AD1,WANDSWORTH NHS 111,08X,NHS WANDSWORTH CCG,310516,3268,3268,0,6,3262,3262,0,3148,2633,143,4,22,460,752,596,00:01:14,156,96,00:13:04,285,184,1721,1237,364,120,63,380,46,191,143,0,0,0,0,0
2013-14,Dec-13,111AD2,SUTTON & MERTON NHS 111,08T,NHS SUTTON CCG,399137,6709,6709,0,38,6671,6671,0,6445,4878,177,2,42,1572,1385,1112,00:01:05,273,170,00:12:38,527,367,3268,2331,697,240,117,599,78,343,178,0,0,0,0,0
2013-14,Dec-13,111AD3,KINGSTON & RICHMOND NHS 111,08J,NHS KINGSTON CCG,358158,3695,3695,0,18,3677,3677,0,3571,2732,101,5,28,811,832,666,00:00:59,166,99,00:12:48,307,228,1773,1297,374,102,51,373,46,223,104,0,0,0,0,0
2013-14,Dec-13,111AD4,NORTH WEST LONDON NHS 111,08X,NHS WANDSWORTH CCG,1165537,5998,5998,0,22,5976,5976,0,5778,4714,200,5,50,1007,1396,1112,00:01:02,284,185,00:12:55,547,336,3095,2209,654,232,84,652,85,363,204,0,0,0,0,0
2013-14,Dec-13,111AD5,NORTH CENTRAL LONDON NHS 111,07M,NHS BARNET CCG,1398384,11107,11107,0,132,10753,10753,0,9937,17265,770,2,356,0,3085,1223,00:03:30,1862,967,00:12:24,2041,1226,11373,7546,2741,1086,373,2252,532,920,800,0,0,0,0,0
2013-14,Dec-13,111AD6,OUTER NORTH EAST LONDON NHS 111,08N,NHS REDBRIDGE CCG,990501,21190,16104,5086,407,20783,15795,4988,19590,16179,773,0,40,0,2875,1642,00:00:56,1235,914,00:11:19,1553,1240,10497,7906,1877,714,745,2144,121,1215,808,0,0,0,0,0
2013-14,Dec-13,111AD7,SOUTH EAST LONDON NHS 111,07N,NHS BEXLEY CCG,1717480,26158,26154,4,76,25915,25911,4,25351,21326,0,0,0,4589,5626,5300,00:00:04,326,267,00:08:09,1804,1579,13853,9692,2349,1812,768,3322,574,1559,1189,88882.06667,76328,0,0,0
2013-14,Dec-13,111AD8,EAST LONDON & CITY NHS 111,08V,NHS TOWER HAMLETS CCG,856144,7403,7403,0,212,7191,7191,0,6641,5191,279,0,27,0,919,541,00:00:56,378,258,00:12:10,518,453,3293,2455,437,401,153,774,69,425,280,0,0,0,0,0
2013-14,Dec-13,111AD9,YORKSHIRE AND HUMBER NHS 111,02N,"NHS AIREDALE, WHARFEDALE AND CRAVEN CCG",5445296,116251,116251,0,840,114475,114475,0,110541,96272,7474,39,436,10254,21581,10005,00:01:00,11573,5108,00:14:50,9751,5715,62159,38124,10491,13544,4073,14574,211,6346,8017,793426,281026,0,0,0
2013-14,Dec-13,111AE1,MAINLAND SHIP NHS 111,10R,NHS PORTSMOUTH CCG,1829984,41250,39713,1537,1022,40222,38727,1495,36302,35842,1697,0,164,2519,6578,2050,00:01:25,4528,4474,00:23:16,3393,2388,23691,14334,8198,1159,3299,3071,508,1732,831,0,0,0,0,0
2013-14,Dec-13,111AE2,BUCKINGHAMSHIRE NHS 111,10Y,NHS AYLESBURY VALE CCG,518903,13274,13274,0,108,13091,13091,0,12583,11312,691,44,95,949,2688,2356,00:00:00,332,231,00:13:09,958,690,7319,5242,1571,506,670,1675,200,856,619,0,0,0,0,0
2013-14,Dec-13,111AE3,BERKSHIRE NHS 111,11D,NHS WOKINGHAM CCG,889753,20903,20901,2,342,20351,20349,2,18459,17079,1472,0,60,1740,2874,589,00:01:03,2286,2257,01:04:51,1905,1053,11954,8034,3152,768,587,1580,305,1010,265,0,0,0,0,0
2013-14,Dec-13,111AE4,SOUTH EAST COAST NHS 111,10D,NHS SWALE CCG,4496626,100536,100536,0,1791,97804,97804,0,86300,80617,5417,122,261,11387,16758,8419,00:01:08,8339,3447,00:12:47,9775,4449,54207,42397,7889,3921,562,11624,877,5072,5675,0,0,0,0,0
2013-14,Dec-13,111AE5,DORSET NHS 111,11J,NHS DORSET CCG,754463,22042,22013,29,101,19924,19922,2,19037,19161,707,0,42,14,3905,1342,00:00:37,2563,1061,00:14:37,1730,765,11775,7988,2023,1764,918,3973,49,1457,2467,205413,74266,0,0,0
2013-14,Dec-13,111AE6,BANES & WILTSHIRE NHS 111,11E,NHS BATH AND NORTH EAST SOMERSET CCG,659731,13008,13008,0,103,12905,12905,0,12199,11471,723,75,56,580,2667,1777,00:00:36,890,519,00:11:50,1094,656,8002,5502,1723,777,149,1570,140,692,738,0,0,0,0,0
2013-14,Dec-13,111AE7,"BRISTOL, NORTH SOMERSET & SOUTH GLOUCESTERSHIRE NHS 111",11H,NHS BRISTOL CCG,912734,25196,25196,0,164,25032,25032,0,23832,22258,1644,88,116,926,5251,3518,00:00:32,1732,963,00:12:01,1887,1496,15267,10409,2984,1874,245,3363,273,1429,1661,0,0,0,0,0
2013-14,Dec-13,111AE8,GLOUCESTERSHIRE & SWINDON NHS 111,11M,NHS GLOUCESTERSHIRE CCG,824978,15713,15713,0,133,15580,15580,0,14789,12960,874,103,59,1584,3052,2020,00:00:45,1032,548,00:12:05,1169,807,8904,6443,1863,598,166,1914,174,853,887,0,0,0,0,0
2013-14,Dec-13,111AE9,SOMERSET NHS 111,11X,NHS SOMERSET CCG,538104,13681,13663,18,175,12287,12287,0,11307,11221,1026,0,31,9,2186,887,00:00:31,1299,533,00:14:00,966,504,6665,4902,1321,442,761,2325,33,847,1445,129923,41574,0,0,0
2013-14,Dec-13,111AF2,DEVON NHS 111,99P,"NHS NORTHERN, EASTERN AND WESTERN DEVON CCG",1149302,13142,12997,145,132,11493,11390,103,10670,11144,301,0,37,11,2627,1095,00:00:36,1532,594,00:17:41,1104,728,6535,4857,1117,561,144,2633,38,1169,1426,138336,49961,0,0,0
2013-14,Dec-13,111AF4,STAFFORDSHIRE NHS 111,05V,NHS STAFFORD AND SURROUNDS CCG,1107234,21483,12513,8970,151,15407,11162,4245,15084,12003,647,2703,54,0,4925,4542,00:00:02,383,176,00:09:57,1721,703,7646,4891,1198,1557,296,1637,90,886,661,145381,30207,0,0,0
2013-14,Dec-13,111AF5,NORTH WEST NHS 111,01A,NHS EAST LANCASHIRE CCG,6675755,64597,64597,0,323,63572,63572,0,61496,56989,3013,1556,987,1027,16355,14666,00:00:14,1689,1033,00:09:08,6389,4661,34426,23333,5515,5578,845,10668,1481,4565,4622,245377.75,222870.0667,0,0,0
2013-14,Dec-13,111AF6,BLACKPOOL NHS 111,00R,NHS BLACKPOOL CCG,466653,14023,14023,0,96,13635,13635,0,12935,11007,564,0,38,2026,2372,2074,00:00:11,298,179,00:07:10,999,854,7654,6039,1256,359,144,1356,106,674,576,44764.96667,27441.4,0,0,0
2013-14,Dec-13,111AF7,WINTER CONTINGENCY NHS 111,10Y,NHS AYLESBURY VALE CCG,-,15524,15524,0,284,15126,15126,0,13965,13603,957,0,157,409,2852,2500,00:00:00,352,142,00:09:54,1042,798,9129,6406,1607,1116,459,2175,281,937,957,0,0,0,0,0
2013-14,Jan-14,111AA1,COUNTY DURHAM AND DARLINGTON NHS 111,00C,NHS DARLINGTON CCG,2615600,55900,52332,3568,375,46179,45523,656,44885,42238,2008,632,1315,1424,14091,13221,00:00:57,870,496,00:10:23,7778,3014,24643,14924,7277,2442,2790,4013,733,2164,1116,0,0,0,0,0
2013-14,Jan-14,111AA2,LINCOLNSHIRE NHS 111,03T,NHS LINCOLNSHIRE EAST CCG,728300,13865,13865,0,34,13831,13831,0,13677,11776,332,14,61,1648,3150,2379,00:00:52,770,394,00:11:28,1641,986,7708,5486,1606,616,293,1148,147,667,334,0,0,0,0,0
2013-14,Jan-14,111AA4,NOTTINGHAM CITY NHS 111,04K,NHS NOTTINGHAM CITY CCG,996700,15821,15820,1,82,15431,15431,0,14960,12894,27,2,7,2501,5339,4266,00:00:11,1073,379,00:13:31,1349,1152,8027,5431,1644,952,269,2097,260,999,838,123417,57530,0,0,0
2013-14,Jan-14,111AA5,DERBYSHIRE NHS 111,04J,NHS NORTH DERBYSHIRE CCG,1000900,20563,19900,663,117,20065,19425,640,19372,17765,38,4,2,2256,7910,6249,00:00:15,1661,626,00:13:42,1891,1291,11164,7724,2600,840,764,2655,271,1222,1162,157347,86282,0,0,0
2013-14,Jan-14,111AA6,ISLE OF WIGHT NHS 111,10L,NHS ISLE OF WIGHT CCG,139500,4434,4410,24,87,4086,4066,20,3963,3838,36,66,22,124,567,547,00:00:30,20,8,00:07:22,483,224,2614,1439,746,429,202,315,121,166,28,24090,8422,5950,3600,0
2013-14,Jan-14,111AA7,INNER NORTH WEST LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,565300,18054,18054,0,255,17483,17483,0,16734,7072,352,3,198,9858,1054,468,00:03:25,586,349,00:11:00,858,521,4306,2739,1279,288,326,1061,317,348,396,0,0,0,0,0
2013-14,Jan-14,111AA9,HILLINGDON LONDON NHS 111,08G,NHS HILLINGDON CCG,291100,6824,6824,0,15,6809,6809,0,6728,4893,223,2,31,1660,1339,1129,00:00:49,210,127,00:12:24,604,417,3085,2233,633,219,80,707,97,370,240,0,0,0,0,0
2013-14,Jan-14,111AB1,CROYDON NHS 111,07V,NHS CROYDON CCG,376700,4578,4578,0,11,4567,4567,0,4505,3143,116,2,18,1288,881,740,00:01:06,141,77,00:12:14,402,283,1991,1404,455,132,84,383,47,206,130,0,0,0,0,0
2013-14,Jan-14,111AB2,HERTFORDSHIRE NHS 111,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,1131700,32232,20195,12037,171,23054,18045,5009,22523,18088,305,14,380,4267,5498,4515,00:00:48,983,229,00:09:26,1439,1307,12892,8744,3408,740,639,1811,380,962,469,447443,185225,0,0,0
2013-14,Jan-14,111AB3,GREAT YARMOUTH AND WAVENEY NHS 111,06M,NHS GREAT YARMOUTH AND WAVENEY CCG,214400,4902,4717,185,4,4898,4713,185,4857,3862,1,1,0,1034,1222,548,00:03:29,674,277,00:14:51,373,206,2546,1240,1141,165,276,461,61,214,186,33205.35,9439.483333,0,0,0
2013-14,Jan-14,111AB4,OXFORDSHIRE NHS 111,10Q,NHS OXFORDSHIRE CCG,654300,16751,16021,730,165,16223,15503,720,15470,13127,1259,0,32,1805,2285,566,00:01:01,1719,1693,01:24:44,1453,866,8163,5555,1846,762,1144,1501,309,853,339,0,0,0,0,0
2013-14,Jan-14,111AB9,NORFOLK NHS 111,06Y,NHS SOUTH NORFOLK CCG,778100,21110,17257,3853,61,19557,17166,2391,19335,14620,15,29,131,4762,4884,3937,00:00:46,918,691,00:10:49,1371,941,9995,5825,3358,812,75,2238,127,1410,701,0,0,0,0,0
2013-14,Jan-14,111AC2,SUFFOLK NHS 111,06L,NHS IPSWICH AND EAST SUFFOLK CCG,623000,12262,12262,0,32,12230,12230,0,12061,10414,262,28,46,1480,2816,2020,00:00:53,796,444,00:11:26,1333,825,6911,4853,1523,535,374,971,123,554,294,0,0,0,0,0
2013-14,Jan-14,111AC3,NORTH ESSEX NHS 111,07H,NHS WEST ESSEX CCG,999400,17013,16745,268,1,17012,16744,268,16968,14785,2,1,7,2217,4982,3084,00:04:06,1898,754,00:14:58,1386,889,9358,5538,3319,501,788,2364,272,1137,955,135646.7833,37111.61667,0,0,0
2013-14,Jan-14,111AC4,SOUTH ESSEX NHS 111,99F,NHS CASTLE POINT AND ROCHFORD CCG,766300,14345,13779,566,1,14344,13778,566,14299,11357,119,14,12,2842,3647,1729,00:02:50,1893,876,00:12:56,1073,789,7463,4540,2442,481,497,1535,301,945,289,0,0,0,0,0
2013-14,Jan-14,111AC5,CAMBRIDGESHIRE & PETERBOROUGH NHS 111,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,863900,18792,6763,12029,59,13551,5890,7661,13363,10915,26,18,30,2562,3576,2532,00:02:33,1044,500,00:11:00,966,962,7700,4536,2307,857,105,1182,251,618,313,338707,120397,0,0,0
2013-14,Jan-14,111AC6,NORTHAMPTONSHIRE NHS 111,03V,NHS CORBY CCG,696300,14557,14557,0,92,14188,14188,0,13675,12546,24,1,2,1615,5048,3964,00:00:13,1084,375,00:13:16,1089,1092,8319,6250,1774,295,314,1732,197,832,703,114833,53798,0,0,0
2013-14,Jan-14,111AC7,MILTON KEYNES NHS 111,04F,NHS MILTON KEYNES CCG,265200,5084,5084,0,11,5073,5073,0,5017,4212,136,8,22,695,1214,905,00:00:55,309,152,00:12:14,423,402,2822,1905,516,401,75,490,56,298,136,0,0,0,0,0
2013-14,Jan-14,111AC8,LEICESTERSHIRE & RUTLAND NHS 111,04C,NHS LEICESTER CITY CCG,1037700,14145,14145,0,64,13800,13800,0,13374,12171,19,3,1,1606,5031,4025,00:00:15,1006,365,00:13:58,1372,943,7550,5274,1869,407,388,1918,209,829,880,111039,53222,0,0,0
2013-14,Jan-14,111AC9,WEST MIDLANDS NHS 111,05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,4591400,64825,62900,1925,151,64060,62313,1747,63099,56468,0,0,0,7592,11189,6618,00:01:45,4571,3344,00:09:58,6508,4402,35230,22564,9300,3366,2404,7924,1184,3417,3323,274263,216003,0,0,0
2013-14,Jan-14,111AD1,WANDSWORTH NHS 111,08X,NHS WANDSWORTH CCG,314000,3396,3396,0,5,3391,3391,0,3348,2585,113,2,13,678,763,659,00:00:42,104,68,00:12:27,278,227,1627,1216,286,125,59,394,48,232,114,0,0,0,0,0
2013-14,Jan-14,111AD2,SUTTON & MERTON NHS 111,08T,NHS SUTTON CCG,406400,5591,5591,0,17,5574,5574,0,5501,4261,150,2,20,1141,1228,1013,00:00:52,215,123,00:12:35,470,399,2796,2030,560,206,84,512,55,306,151,0,0,0,0,0
2013-14,Jan-14,111AD3,KINGSTON & RICHMOND NHS 111,08J,NHS KINGSTON CCG,363700,3225,3225,0,10,3215,3215,0,3174,2458,105,5,18,629,746,631,00:00:56,115,63,00:12:36,251,237,1577,1141,345,91,35,358,48,203,107,0,0,0,0,0
2013-14,Jan-14,111AD4,NORTH WEST LONDON NHS 111,08X,NHS WANDSWORTH CCG,1183100,5546,5546,0,22,5524,5524,0,5444,4565,211,7,28,713,1362,1151,00:00:43,211,120,00:12:43,511,387,2935,2071,684,180,69,663,76,370,217,0,0,0,0,0
2013-14,Jan-14,111AD5,NORTH CENTRAL LONDON NHS 111,07M,NHS BARNET CCG,1419800,10253,10253,0,138,9949,9949,0,9506,15957,675,2,382,0,2735,1092,00:03:17,1643,895,00:11:35,2133,1275,9986,6576,2615,795,365,2198,604,856,738,0,0,0,0,0
2013-14,Jan-14,111AD6,OUTER NORTH EAST LONDON NHS 111,08N,NHS REDBRIDGE CCG,1006700,21526,16328,5198,404,21122,16115,5007,20197,15332,736,0,42,0,2699,1684,00:01:00,1014,734,00:11:03,1466,1158,9853,7412,1786,655,747,2108,166,1142,800,0,0,0,0,0
2013-14,Jan-14,111AD7,SOUTH EAST LONDON NHS 111,07N,NHS BEXLEY CCG,1734700,23411,23411,0,72,23207,23207,0,22760,18995,0,0,0,4212,5041,4850,00:00:03,191,157,00:08:21,1721,1671,11704,8374,1932,1398,629,3270,582,1653,1035,79821,71481,0,0,0
2013-14,Jan-14,111AD8,EAST LONDON & CITY NHS 111,08V,NHS TOWER HAMLETS CCG,868900,7648,7648,0,192,7456,7456,0,7105,5403,250,0,25,0,971,639,00:00:53,332,214,00:11:30,521,526,3422,2551,511,360,147,787,80,452,255,0,0,0,0,0
2013-14,Jan-14,111AD9,YORKSHIRE AND HUMBER NHS 111,02N,"NHS AIREDALE, WHARFEDALE AND CRAVEN CCG",5476700,103419,103419,0,396,102405,102405,0,100635,86183,5964,30,535,9693,21119,11752,00:01:05,9364,4345,00:13:28,9606,5704,54212,32478,9277,12457,3737,12924,198,6166,6560,692431,298411,0,0,0
2013-14,Jan-14,111AE1,MAINLAND SHIP NHS 111,10R,NHS PORTSMOUTH CCG,1842600,35409,34171,1238,206,34997,33777,1220,33669,31276,1341,0,99,2281,6187,2337,00:01:27,3851,3821,00:20:07,3232,2415,19996,12498,6478,1020,2888,2745,555,1463,727,0,0,0,0,0
2013-14,Jan-14,111AE2,BUCKINGHAMSHIRE NHS 111,10Y,NHS AYLESBURY VALE CCG,521300,11756,11756,0,90,11636,11636,0,11548,9591,503,53,86,1403,2175,2009,00:01:00,166,147,00:18:46,755,677,6092,4299,1424,369,615,1452,211,784,457,0,0,0,0,0
2013-14,Jan-14,111AE3,BERKSHIRE NHS 111,11D,NHS WOKINGHAM CCG,897000,19079,19079,0,137,18758,18758,0,17950,15823,1466,0,72,1397,2807,680,00:01:05,2127,2095,00:20:07,1828,1084,10684,7388,2741,555,477,1750,401,1052,297,0,0,0,0,0
2013-14,Jan-14,111AE4,SOUTH EAST COAST NHS 111,10D,NHS SWALE CCG,4526600,82207,82207,0,344,81607,81607,0,79920,68418,4130,160,195,8704,15695,9360,00:01:12,6334,3114,00:12:17,8470,4452,44983,35246,6739,2998,303,10210,891,4855,4464,0,0,0,0,0
2013-14,Jan-14,111AE5,DORSET NHS 111,11J,NHS DORSET CCG,758200,18654,18636,18,50,16860,16856,4,16414,16094,687,1,54,24,3380,1396,00:00:41,1984,824,00:14:06,1495,775,9808,6719,1581,1508,698,3318,57,1283,1978,174226,50643,0,0,0
2013-14,Jan-14,111AE6,BANES & WILTSHIRE NHS 111,99N,NHS WILTSHIRE CCG,661200,11036,11036,0,43,10993,10993,0,10799,9538,483,136,37,799,2326,1639,00:00:37,687,412,00:11:31,1036,670,6530,4480,1421,629,95,1207,112,585,510,0,0,0,0,0
2013-14,Jan-14,111AE7,"BRISTOL, NORTH SOMERSET & SOUTH GLOUCESTERSHIRE NHS 111",11H,NHS BRISTOL CCG,920600,22083,22083,0,83,22000,22000,0,21594,19100,1198,253,110,1339,4596,3397,00:00:42,1199,672,00:11:35,1888,1348,12969,8833,2620,1516,161,2734,285,1236,1213,0,0,0,0,0
2013-14,Jan-14,111AE8,GLOUCESTERSHIRE & SWINDON NHS 111,11M,NHS GLOUCESTERSHIRE CCG,832200,13014,13014,0,51,12963,12963,0,12736,10661,589,205,42,1466,2730,1969,00:00:39,761,411,00:11:42,1124,745,7193,5110,1674,409,135,1464,169,697,598,0,0,0,0,0
2013-14,Jan-14,111AE9,SOMERSET NHS 111,11X,NHS SOMERSET CCG,540500,11105,11093,12,66,10209,10209,0,9747,9654,507,1,33,14,1907,806,00:00:48,1101,446,00:14:05,919,435,5572,4167,1101,304,713,2015,34,813,1168,99842,28573,0,0,0
2013-14,Jan-14,111AF2,DEVON NHS 111,99P,"NHS NORTHERN, EASTERN AND WESTERN DEVON CCG",1152600,12986,12777,209,48,11365,11280,85,11014,11147,159,1,46,12,2674,1262,00:00:32,1412,577,00:17:17,1185,764,6526,4851,1146,529,148,2524,46,1171,1307,131700,40065,0,0,0
2013-14,Jan-14,111AF4,STAFFORDSHIRE NHS 111,05V,NHS STAFFORD AND SURROUNDS CCG,1108600,19925,11368,8557,71,13481,10102,3379,13304,10491,411,2543,36,0,3708,3435,00:00:02,236,170,00:09:45,1744,788,6446,4278,1251,917,229,1284,91,771,422,130526,30287,0,0,0
